"ListItem-c11n-8-84-3__sc-10e22w8-0","ListItem-c11n-8-84-3__sc-10e22w8-0 2","StyledPropertyCardDataArea-c11n-8-84-3__sc-yipmu-0 href","StyledPropertyCardDataArea-c11n-8-84-3__sc-yipmu-0","StyledPropertyCardDataArea-c11n-8-84-3__sc-yipmu-0 2","PropertyCardWrapper__StyledPriceLine-srp__sc-16e8gqd-1","StyledPropertyCardDataArea-c11n-8-84-3__sc-yipmu-0 3","StyledPropertyCardHomeDetailsList-c11n-8-84-3__sc-1xvdaej-0","StyledPropertyCardHomeDetailsList-c11n-8-84-3__sc-1xvdaej-0 2","StyledPropertyCardHomeDetailsList-c11n-8-84-3__sc-1xvdaej-0 3","StyledPropertyCardHomeDetailsList-c11n-8-84-3__sc-1xvdaej-0 4","StyledPropertyCardHomeDetailsList-c11n-8-84-3__sc-1xvdaej-0 5","StyledPropertyCardHomeDetailsList-c11n-8-84-3__sc-1xvdaej-0 6","StyledPropertyCardBadge-c11n-8-84-3__sc-6gojrl-0","VisuallyHidden-c11n-8-84-3__sc-t8tewe-0","Icon-c11n-8-84-3__sc-13llmml-0 2","VisuallyHidden-c11n-8-84-3__sc-t8tewe-0 2","Icon-c11n-8-84-3__sc-13llmml-0 3","Image-c11n-8-84-3__sc-1rtmhsc-0 src","Anchor-c11n-8-84-3__sc-hn4bge-0 href 2","Image-c11n-8-84-3__sc-1rtmhsc-0 src 2","Anchor-c11n-8-84-3__sc-hn4bge-0 href 3","Image-c11n-8-84-3__sc-1rtmhsc-0 src 3","StyledPropertyCardBadge-c11n-8-84-3__sc-6gojrl-0 2","VisuallyHidden-c11n-8-84-3__sc-t8tewe-0 3","StyledButtonIcon-c11n-8-84-3__sc-wpcbcc-1"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""105 Wedeln Ln, Sun Valley, ID 83353"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""6,225""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""105 Wedeln Ln"",""addressLocality"":""Sun Valley"",""addressRegion"":""ID"",""postalCode"":""83353""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":43.693096,""longitude"":-114.341484},""url"":""https://www.zillow.com/homedetails/105-Wedeln-Ln-Sun-Valley-ID-83353/112908181_zpid/""}","","https://www.zillow.com/homedetails/105-Wedeln-Ln-Sun-Valley-ID-83353/112908181_zpid/","105 Wedeln Ln, Sun Valley, ID 83353","","$16,250,000","- House for sale","6","bds","6","ba","6,225","sqft","2 days on Zillow","Previous photo","Chevron Left","Next photo","Chevron Right","https://photos.zillowstatic.com/fp/194f8dc34275a5b8dbe86e98ede3a8df-p_e.jpg","https://www.zillow.com/homedetails/105-Wedeln-Ln-Sun-Valley-ID-83353/112908181_zpid/","https://photos.zillowstatic.com/fp/5c2d8f2d83a9fd3de20964deda43accc-p_e.jpg","https://www.zillow.com/homedetails/105-Wedeln-Ln-Sun-Valley-ID-83353/112908181_zpid/","https://photos.zillowstatic.com/fp/0bcb3bcb0e01a395075e02d2fc4c14e1-p_e.jpg","Use arrow keys to navigate","Image 1 of 67","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""1180 N Sugar Maple Trl, Post Falls, ID 83854"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,986""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""1180 N Sugar Maple Trl"",""addressLocality"":""Post Falls"",""addressRegion"":""ID"",""postalCode"":""83854""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":47.71925,""longitude"":-116.90874},""url"":""https://www.zillow.com/homedetails/1180-N-Sugar-Maple-Trl-Post-Falls-ID-83854/113134562_zpid/""}","","https://www.zillow.com/homedetails/1180-N-Sugar-Maple-Trl-Post-Falls-ID-83854/113134562_zpid/","1180 N Sugar Maple Trl, Post Falls, ID 83854","KELLER WILLIAMS REALTY","$599,900","- House for sale","3","bds","2","ba","1,986","sqft","Price cut: $50,000 (Sep 18)","Previous photo","Chevron Left","Next photo","Chevron Right","https://photos.zillowstatic.com/fp/855cf15417f7ee0f791cb9fbeefe9c50-p_e.jpg","https://www.zillow.com/homedetails/1180-N-Sugar-Maple-Trl-Post-Falls-ID-83854/113134562_zpid/","https://photos.zillowstatic.com/fp/7559d93177abe075f07b7e8e082522ea-p_e.jpg","https://www.zillow.com/homedetails/1180-N-Sugar-Maple-Trl-Post-Falls-ID-83854/113134562_zpid/","https://photos.zillowstatic.com/fp/3e0bd33ced599f4cf92f7400e0a5d828-p_e.jpg","Use arrow keys to navigate","Image 1 of 34","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""164 S 2nd St, Eagle, ID 83616"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""2,249""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""164 S 2nd St"",""addressLocality"":""Eagle"",""addressRegion"":""ID"",""postalCode"":""83616""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":43.69334,""longitude"":-116.351},""url"":""https://www.zillow.com/homedetails/164-S-2nd-St-Eagle-ID-83616/72688369_zpid/""}","{""@type"":""Event"",""@context"":""http://schema.org"",""name"":""3D Tour Available - 164 S 2nd St"",""url"":""https://www.zillow.com/homedetails/164-S-2nd-St-Eagle-ID-83616/72688369_zpid/"",""image"":""https://photos.zillowstatic.com/fp/0d11c653f8d21e99e654acea71c3186d-p_e.jpg"",""startDate"":""2023-09-28"",""endDate"":""2023-09-28"",""eventAttendanceMode"":""https://schema.org/OnlineEventAttendanceMode"",""eventStatus"":""https://schema.org/EventScheduled"",""location"":[{""@type"":""VirtualLocation"",""url"":""https://www.zillow.com/homedetails/164-S-2nd-St-Eagle-ID-83616/72688369_zpid/""},{""@type"":""Place"",""@context"":""http://schema.org"",""name"":""164 S 2nd St"",""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""164 S 2nd St"",""postalCode"":""83616"",""addressLocality"":""Eagle"",""addressRegion"":""ID""}}],""offers"":{""price"":695000,""priceCurrency"":""$"",""availability"":""http://schema.org/InStock"",""url"":""https://www.zillow.com/homedetails/164-S-2nd-St-Eagle-ID-83616/72688369_zpid/"",""validFrom"":""2023-09-28""},""performer"":""ReDefined Real Estate, LLC""}","https://www.zillow.com/homedetails/164-S-2nd-St-Eagle-ID-83616/72688369_zpid/","164 S 2nd St, Eagle, ID 83616","REDEFINED REAL ESTATE, LLC","$695,000","- Active","3","bds","3","ba","2,249","sqft","3D Tour","Previous photo","Chevron Left","Next photo","Chevron Right","https://photos.zillowstatic.com/fp/0d11c653f8d21e99e654acea71c3186d-p_e.jpg","https://www.zillow.com/homedetails/164-S-2nd-St-Eagle-ID-83616/72688369_zpid/","https://photos.zillowstatic.com/fp/6d61f6c311f956ec3f61633728067ef5-p_e.jpg","https://www.zillow.com/homedetails/164-S-2nd-St-Eagle-ID-83616/72688369_zpid/","https://photos.zillowstatic.com/fp/c97720f1e5998fc30a482ceae0631390-p_e.jpg","Use arrow keys to navigate","Image 1 of 41","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""630 Davis Creek Rd, Santa, ID 83866"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,476""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""630 Davis Creek Rd"",""addressLocality"":""Santa"",""addressRegion"":""ID"",""postalCode"":""83866""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":47.168217,""longitude"":-116.41968},""url"":""https://www.zillow.com/homedetails/630-Davis-Creek-Rd-Santa-ID-83866/2082835301_zpid/""}","","https://www.zillow.com/homedetails/630-Davis-Creek-Rd-Santa-ID-83866/2082835301_zpid/","630 Davis Creek Rd, Santa, ID 83866","KELLER WILLIAMS REALTY COEUR D'ALENE","$135,000","- Lot / Land for sale","10.02 acres lot","","","","","","Price cut: $5,000 (Sep 7)","Previous photo","Chevron Left","Next photo","Chevron Right","https://photos.zillowstatic.com/fp/26f63b95c8a9d0a0afe8d887809fbc90-p_e.jpg","https://www.zillow.com/homedetails/630-Davis-Creek-Rd-Santa-ID-83866/2082835301_zpid/","https://photos.zillowstatic.com/fp/a8254e9b5c9b686f472d33fe5e17fcb0-p_e.jpg","https://www.zillow.com/homedetails/630-Davis-Creek-Rd-Santa-ID-83866/2082835301_zpid/","https://photos.zillowstatic.com/fp/4e45b4767d5cf3d6603e706bd5cb838a-p_e.jpg","Use arrow keys to navigate","Image 1 of 34","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""4520 Hogg Rd, Homedale, ID 83628"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""2,400""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""4520 Hogg Rd"",""addressLocality"":""Homedale"",""addressRegion"":""ID"",""postalCode"":""83628""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":43.579765,""longitude"":-116.89096},""url"":""https://www.zillow.com/homedetails/4520-Hogg-Rd-Homedale-ID-83628/248513815_zpid/""}","","https://www.zillow.com/homedetails/4520-Hogg-Rd-Homedale-ID-83628/248513815_zpid/","4520 Hogg Rd, Homedale, ID 83628","BULL REALTY","$374,900","- New","4","bds","2","ba","2,400","sqft","10 hours ago","Previous photo","Chevron Left","Next photo","Chevron Right","https://photos.zillowstatic.com/fp/87b6f08db5f7ac0e4e4226977dda9adb-p_e.jpg","https://www.zillow.com/homedetails/4520-Hogg-Rd-Homedale-ID-83628/248513815_zpid/","https://photos.zillowstatic.com/fp/7d6178085288b1b6effa5dac7d663c93-p_e.jpg","https://www.zillow.com/homedetails/4520-Hogg-Rd-Homedale-ID-83628/248513815_zpid/","https://photos.zillowstatic.com/fp/5b003d8ad09aeecaa97ba22d98b3097d-p_e.jpg","Use arrow keys to navigate","Image 1 of 11","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""1909 Arthur St, Caldwell, ID 83605"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,326""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""1909 Arthur St"",""addressLocality"":""Caldwell"",""addressRegion"":""ID"",""postalCode"":""83605""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":43.657654,""longitude"":-116.675835},""url"":""https://www.zillow.com/homedetails/1909-Arthur-St-Caldwell-ID-83605/72343735_zpid/""}","","https://www.zillow.com/homedetails/1909-Arthur-St-Caldwell-ID-83605/72343735_zpid/","1909 Arthur St, Caldwell, ID 83605","HOMES OF IDAHO","$310,000","- Active","3","bds","2","ba","1,326","sqft","35 days on Zillow","Previous photo","Chevron Left","Next photo","Chevron Right","https://photos.zillowstatic.com/fp/ac82fae3cfa6ea9abed4e005801de0a7-p_e.jpg","https://www.zillow.com/homedetails/1909-Arthur-St-Caldwell-ID-83605/72343735_zpid/","https://photos.zillowstatic.com/fp/a78b34ab842fdeed7d21f09391162bef-p_e.jpg","https://www.zillow.com/homedetails/1909-Arthur-St-Caldwell-ID-83605/72343735_zpid/","https://photos.zillowstatic.com/fp/332f4f87966686ce9e1c5e7dd640d1d2-p_e.jpg","Use arrow keys to navigate","Image 1 of 30","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""4 E 315 S, Burley, ID 83318"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,921""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""4 E 315 S"",""addressLocality"":""Burley"",""addressRegion"":""ID"",""postalCode"":""83318""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":42.48754,""longitude"":-113.792206},""url"":""https://www.zillow.com/homedetails/4-E-315-S-Burley-ID-83318/126537186_zpid/""}","","https://www.zillow.com/homedetails/4-E-315-S-Burley-ID-83318/126537186_zpid/","4 E 315 S, Burley, ID 83318","208 REAL ESTATE, LLC - TWIN FALLS","$465,000","- Active","4","bds","3","ba","1,921","sqft","7 days on Zillow","Previous photo","Chevron Left","Next photo","Chevron Right","","https://www.zillow.com/homedetails/4-E-315-S-Burley-ID-83318/126537186_zpid/","https://photos.zillowstatic.com/fp/7152e72d749b086231face30f136174c-p_e.jpg","https://www.zillow.com/homedetails/4-E-315-S-Burley-ID-83318/126537186_zpid/","https://photos.zillowstatic.com/fp/2e0338614baee23154990e8cee573e61-p_e.jpg","Use arrow keys to navigate","Image 1 of 34","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""5190 E Baumgartner Rd, Featherville, ID 83647"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,722""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""5190 E Baumgartner Rd"",""addressLocality"":""Featherville"",""addressRegion"":""ID"",""postalCode"":""83647""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":43.605618,""longitude"":-115.10999},""url"":""https://www.zillow.com/homedetails/5190-E-Baumgartner-Rd-Featherville-ID-83647/249025189_zpid/""}","","https://www.zillow.com/homedetails/5190-E-Baumgartner-Rd-Featherville-ID-83647/249025189_zpid/","5190 E Baumgartner Rd, Featherville, ID 83647","HOMES OF IDAHO","$499,900","- Active","3","bds","3","ba","1,722","sqft","Price cut: $25,100 (Sep 11)","Previous photo","Chevron Left","Next photo","Chevron Right","https://photos.zillowstatic.com/fp/d4d1d2f64b2dfc1a454afcaea6ad0484-p_e.jpg","https://www.zillow.com/homedetails/5190-E-Baumgartner-Rd-Featherville-ID-83647/249025189_zpid/","https://photos.zillowstatic.com/fp/8f34b135b09f9617df452eaea097a80d-p_e.jpg","https://www.zillow.com/homedetails/5190-E-Baumgartner-Rd-Featherville-ID-83647/249025189_zpid/","https://photos.zillowstatic.com/fp/bec8ace6b9b70c2f47302360d7ece6a3-p_e.jpg","Use arrow keys to navigate","Image 1 of 50","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""448 Greensides Pl, Moscow, ID 83843"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""2,370""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""448 Greensides Pl"",""addressLocality"":""Moscow"",""addressRegion"":""ID"",""postalCode"":""83843""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":46.74639,""longitude"":-116.99595},""url"":""https://www.zillow.com/homedetails/448-Greensides-Pl-Moscow-ID-83843/229856901_zpid/""}","","https://www.zillow.com/homedetails/448-Greensides-Pl-Moscow-ID-83843/229856901_zpid/","448 Greensides Pl, Moscow, ID 83843","LATAH REALTY, LLC","$530,000","- New","3","bds","3","ba","2,370","sqft","1 day on Zillow","Previous photo","Chevron Left","Next photo","Chevron Right","https://photos.zillowstatic.com/fp/72a6dffb940b9ef9cda55aab210364f8-p_e.jpg","https://www.zillow.com/homedetails/448-Greensides-Pl-Moscow-ID-83843/229856901_zpid/","https://photos.zillowstatic.com/fp/fbb7dea339f38584f16853a02071846b-p_e.jpg","https://www.zillow.com/homedetails/448-Greensides-Pl-Moscow-ID-83843/229856901_zpid/","https://photos.zillowstatic.com/fp/54c6cb3f31593338c7f461dd67269195-p_e.jpg","Use arrow keys to navigate","Image 1 of 50","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""10605 W Deary Ct, Post Falls, ID 83854"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""5,222""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""10605 W Deary Ct"",""addressLocality"":""Post Falls"",""addressRegion"":""ID"",""postalCode"":""83854""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":47.69517,""longitude"":-116.9276},""url"":""https://www.zillow.com/homedetails/10605-W-Deary-Ct-Post-Falls-ID-83854/2059973560_zpid/""}","","https://www.zillow.com/homedetails/10605-W-Deary-Ct-Post-Falls-ID-83854/2059973560_zpid/","10605 W Deary Ct, Post Falls, ID 83854","COLDWELL BANKER SCHNEIDMILLER REALTY","$3,449,000","- House for sale","4","bds","5","ba","5,222","sqft","7 days on Zillow","Previous photo","Chevron Left","Next photo","Chevron Right","https://photos.zillowstatic.com/fp/6fae8d70725ee606ad63275f5e0ab826-p_e.jpg","https://www.zillow.com/homedetails/10605-W-Deary-Ct-Post-Falls-ID-83854/2059973560_zpid/","https://photos.zillowstatic.com/fp/7401abad4672aa56f5176094dca20fb6-p_e.jpg","https://www.zillow.com/homedetails/10605-W-Deary-Ct-Post-Falls-ID-83854/2059973560_zpid/","https://photos.zillowstatic.com/fp/6bc21288f0dee2b41d439d19a1557af6-p_e.jpg","Use arrow keys to navigate","Image 1 of 77","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""2010 Autumn Ln, Idaho Falls, ID 83404"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""5,364""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2010 Autumn Ln"",""addressLocality"":""Idaho Falls"",""addressRegion"":""ID"",""postalCode"":""83404""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":43.45648,""longitude"":-111.99354},""url"":""https://www.zillow.com/homedetails/2010-Autumn-Ln-Idaho-Falls-ID-83404/102680671_zpid/""}","{""@type"":""Event"",""@context"":""http://schema.org"",""name"":""3D Tour Available - 2010 Autumn Ln"",""url"":""https://www.zillow.com/homedetails/2010-Autumn-Ln-Idaho-Falls-ID-83404/102680671_zpid/"",""image"":""https://photos.zillowstatic.com/fp/cc43c4b16fc02480f27e9d9243f06c54-p_e.jpg"",""startDate"":""2023-09-28"",""endDate"":""2023-09-28"",""eventAttendanceMode"":""https://schema.org/OnlineEventAttendanceMode"",""eventStatus"":""https://schema.org/EventScheduled"",""location"":[{""@type"":""VirtualLocation"",""url"":""https://www.zillow.com/homedetails/2010-Autumn-Ln-Idaho-Falls-ID-83404/102680671_zpid/""},{""@type"":""Place"",""@context"":""http://schema.org"",""name"":""2010 Autumn Ln"",""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2010 Autumn Ln"",""postalCode"":""83404"",""addressLocality"":""Idaho Falls"",""addressRegion"":""ID""}}],""offers"":{""price"":879000,""priceCurrency"":""$"",""availability"":""http://schema.org/InStock"",""url"":""https://www.zillow.com/homedetails/2010-Autumn-Ln-Idaho-Falls-ID-83404/102680671_zpid/"",""validFrom"":""2023-09-28""},""performer"":""eXp Realty LLC""}","https://www.zillow.com/homedetails/2010-Autumn-Ln-Idaho-Falls-ID-83404/102680671_zpid/","2010 Autumn Ln, Idaho Falls, ID 83404","EXP REALTY LLC","$879,000","- House for sale","5","bds","4","ba","5,364","sqft","3D Tour","Previous photo","Chevron Left","Next photo","Chevron Right","https://photos.zillowstatic.com/fp/cc43c4b16fc02480f27e9d9243f06c54-p_e.jpg","https://www.zillow.com/homedetails/2010-Autumn-Ln-Idaho-Falls-ID-83404/102680671_zpid/","https://photos.zillowstatic.com/fp/3951fac05b34918195ac2975f701e84e-p_e.jpg","https://www.zillow.com/homedetails/2010-Autumn-Ln-Idaho-Falls-ID-83404/102680671_zpid/","https://photos.zillowstatic.com/fp/b371aea6f7822929f035202d27bd8015-p_e.jpg","Use arrow keys to navigate","Image 1 of 64","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""5380 N 55 E, Idaho Falls, ID 83401"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""3,956""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""5380 N 55 E"",""addressLocality"":""Idaho Falls"",""addressRegion"":""ID"",""postalCode"":""83401""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":43.54431,""longitude"":-111.92344},""url"":""https://www.zillow.com/homedetails/5380-N-55-E-Idaho-Falls-ID-83401/94747288_zpid/""}","","https://www.zillow.com/homedetails/5380-N-55-E-Idaho-Falls-ID-83401/94747288_zpid/","5380 N 55 E, Idaho Falls, ID 83401","KELLER WILLIAMS REALTY EAST IDAHO","$735,000","- House for sale","5","bds","4","ba","3,956","sqft","1 day on Zillow","Previous photo","Chevron Left","Next photo","Chevron Right","https://photos.zillowstatic.com/fp/baf7d1e041dea2596af86aa10dc0a9af-p_e.jpg","https://www.zillow.com/homedetails/5380-N-55-E-Idaho-Falls-ID-83401/94747288_zpid/","https://photos.zillowstatic.com/fp/402f11358dacf98622361f957e78cb4e-p_e.jpg","https://www.zillow.com/homedetails/5380-N-55-E-Idaho-Falls-ID-83401/94747288_zpid/","https://photos.zillowstatic.com/fp/219159809e92387a3a32226c9a6e0c4c-p_e.jpg","Use arrow keys to navigate","Image 1 of 71","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""2811 Lakeview Rd, Orofino, ID 83544"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""4,212""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2811 Lakeview Rd"",""addressLocality"":""Orofino"",""addressRegion"":""ID"",""postalCode"":""83544""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":46.51271,""longitude"":-116.2596},""url"":""https://www.zillow.com/homedetails/2811-Lakeview-Rd-Orofino-ID-83544/112006172_zpid/""}","","https://www.zillow.com/homedetails/2811-Lakeview-Rd-Orofino-ID-83544/112006172_zpid/","2811 Lakeview Rd, Orofino, ID 83544","KW LEWISTON","$450,000","- Active","5","bds","2","ba","4,212","sqft","48 days on Zillow","Previous photo","Chevron Left","Next photo","Chevron Right","https://photos.zillowstatic.com/fp/9fc8c85a2b54e2823f7ae4fe71bfeec1-p_e.jpg","https://www.zillow.com/homedetails/2811-Lakeview-Rd-Orofino-ID-83544/112006172_zpid/","https://photos.zillowstatic.com/fp/248b6ce250e6eae0bdd7c0df61950184-p_e.jpg","https://www.zillow.com/homedetails/2811-Lakeview-Rd-Orofino-ID-83544/112006172_zpid/","https://photos.zillowstatic.com/fp/98db5daaa6a0750db164314d118c67be-p_e.jpg","Use arrow keys to navigate","Image 1 of 32","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""Nna N Center Valley Rd, Sandpoint, ID 83864"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""Nna N Center Valley Rd"",""addressLocality"":""Sandpoint"",""addressRegion"":""ID"",""postalCode"":""83864""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":48.418037,""longitude"":-116.481995},""url"":""https://www.zillow.com/homedetails/Nna-N-Center-Valley-Rd-Sandpoint-ID-83864/2108185463_zpid/""}","","https://www.zillow.com/homedetails/Nna-N-Center-Valley-Rd-Sandpoint-ID-83864/2108185463_zpid/","Nna N Center Valley Rd, Sandpoint, ID 83864","PROFESSIONAL REALTY SERVICES IDAHO","$159,000","- Lot / Land for sale","19.64 acres lot","","","","","","Price cut: $30,000 (Jul 26)","Previous photo","Chevron Left","Next photo","Chevron Right","https://photos.zillowstatic.com/fp/76ea9c399c0afaf30677c3e1e8bd3cd5-p_e.jpg","https://www.zillow.com/homedetails/Nna-N-Center-Valley-Rd-Sandpoint-ID-83864/2108185463_zpid/","https://photos.zillowstatic.com/fp/88e5ed5b986ba05e8beb0bcda86bd1b9-p_e.jpg","https://www.zillow.com/homedetails/Nna-N-Center-Valley-Rd-Sandpoint-ID-83864/2108185463_zpid/","https://photos.zillowstatic.com/fp/a0b1c04bcf724c51e3b407430dacc766-p_e.jpg","Use arrow keys to navigate","Image 1 of 11","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""1908 S Stream Pointe Ln, Eagle, ID 83616"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""2,421""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""1908 S Stream Pointe Ln"",""addressLocality"":""Eagle"",""addressRegion"":""ID"",""postalCode"":""83616""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":43.678425,""longitude"":-116.35523},""url"":""https://www.zillow.com/homedetails/1908-S-Stream-Pointe-Ln-Eagle-ID-83616/79706634_zpid/""}","","https://www.zillow.com/homedetails/1908-S-Stream-Pointe-Ln-Eagle-ID-83616/79706634_zpid/","1908 S Stream Pointe Ln, Eagle, ID 83616","A.V. WEST","$670,000","- Active","4","bds","4","ba","2,421","sqft","Price cut: $9,000 (Sep 14)","Previous photo","Chevron Left","Next photo","Chevron Right","https://photos.zillowstatic.com/fp/eef6edf333a15688374453206fc76f76-p_e.jpg","https://www.zillow.com/homedetails/1908-S-Stream-Pointe-Ln-Eagle-ID-83616/79706634_zpid/","https://photos.zillowstatic.com/fp/ae32048a420221726e62f998ee8ebe8b-p_e.jpg","https://www.zillow.com/homedetails/1908-S-Stream-Pointe-Ln-Eagle-ID-83616/79706634_zpid/","https://photos.zillowstatic.com/fp/f85badb6d1ec2a93dec628cab494e395-p_e.jpg","Use arrow keys to navigate","Image 1 of 43","Save this home"
