"ListItem-c11n-8-84-3__sc-10e22w8-0","StyledPropertyCardDataArea-c11n-8-84-3__sc-yipmu-0 href","StyledPropertyCardDataArea-c11n-8-84-3__sc-yipmu-0","StyledPropertyCardDataArea-c11n-8-84-3__sc-yipmu-0 2","PropertyCardWrapper__StyledPriceLine-srp__sc-16e8gqd-1","StyledPropertyCardDataArea-c11n-8-84-3__sc-yipmu-0 3","StyledPropertyCardHomeDetailsList-c11n-8-84-3__sc-1xvdaej-0","StyledPropertyCardHomeDetailsList-c11n-8-84-3__sc-1xvdaej-0 2","StyledPropertyCardHomeDetailsList-c11n-8-84-3__sc-1xvdaej-0 3","StyledPropertyCardHomeDetailsList-c11n-8-84-3__sc-1xvdaej-0 4","StyledPropertyCardHomeDetailsList-c11n-8-84-3__sc-1xvdaej-0 5","StyledPropertyCardHomeDetailsList-c11n-8-84-3__sc-1xvdaej-0 6","StyledPropertyCardBadge-c11n-8-84-3__sc-6gojrl-0","VisuallyHidden-c11n-8-84-3__sc-t8tewe-0","Icon-c11n-8-84-3__sc-13llmml-0","VisuallyHidden-c11n-8-84-3__sc-t8tewe-0 2","Icon-c11n-8-84-3__sc-13llmml-0 2","Anchor-c11n-8-84-3__sc-hn4bge-0 href","Image-c11n-8-84-3__sc-1rtmhsc-0 src","Image-c11n-8-84-3__sc-1rtmhsc-0 src 2","Image-c11n-8-84-3__sc-1rtmhsc-0 src 3","StyledPropertyCardBadge-c11n-8-84-3__sc-6gojrl-0 2","VisuallyHidden-c11n-8-84-3__sc-t8tewe-0 3","StyledButtonIcon-c11n-8-84-3__sc-wpcbcc-1"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""10509 Eagle Ln, Oklahoma City, OK 73162"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""2,362""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""10509 Eagle Ln"",""addressLocality"":""Oklahoma City"",""addressRegion"":""OK"",""postalCode"":""73162""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":35.577557,""longitude"":-97.64357},""url"":""https://www.zillow.com/homedetails/10509-Eagle-Ln-Oklahoma-City-OK-73162/22012861_zpid/""}","https://www.zillow.com/homedetails/10509-Eagle-Ln-Oklahoma-City-OK-73162/22012861_zpid/","10509 Eagle Ln, Oklahoma City, OK 73162","GERIG GROUP REAL ESTATE, Josh Gerig","$279,900","- House for sale","4","bds","3","ba","2,362","sqft","1 day on Zillow","Previous photo","Chevron Left","Next photo","Chevron Right","https://www.zillow.com/homedetails/10509-Eagle-Ln-Oklahoma-City-OK-73162/22012861_zpid/","https://photos.zillowstatic.com/fp/0be287f0495a058fea0aca3ae32db960-p_e.jpg","https://photos.zillowstatic.com/fp/54c8daca9efe00a41b477571c4344bcd-p_e.jpg","https://photos.zillowstatic.com/fp/477e2b4de8f8595ae688dfb6cda3d9a9-p_e.jpg","Use arrow keys to navigate","Image 1 of 32","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""5525 Devin Dr, Guthrie, OK 73044"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""2,951""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""5525 Devin Dr"",""addressLocality"":""Guthrie"",""addressRegion"":""OK"",""postalCode"":""73044""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":35.822132,""longitude"":-97.48224},""url"":""https://www.zillow.com/homedetails/5525-Devin-Dr-Guthrie-OK-73044/21801989_zpid/""}","https://www.zillow.com/homedetails/5525-Devin-Dr-Guthrie-OK-73044/21801989_zpid/","5525 Devin Dr, Guthrie, OK 73044","URBAN RE LLC, Kesia Samborski","$425,000","- House for sale","4","bds","4","ba","2,951","sqft","7 days on Zillow","Previous photo","Chevron Left","Next photo","Chevron Right","https://www.zillow.com/homedetails/5525-Devin-Dr-Guthrie-OK-73044/21801989_zpid/","https://photos.zillowstatic.com/fp/3741903369352f4d3bb713ce1e9cd178-p_e.jpg","https://photos.zillowstatic.com/fp/98eb3e25d95ee8d3dc907d586a4a8e67-p_e.jpg","https://photos.zillowstatic.com/fp/8aaa384c0321893c278ff3450ff0b748-p_e.jpg","Use arrow keys to navigate","Image 1 of 50","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""22334 County Road 1551, Ada, OK 74820"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""3,018""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""22334 County Road 1551"",""addressLocality"":""Ada"",""addressRegion"":""OK"",""postalCode"":""74820""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":34.765846,""longitude"":-96.55935},""url"":""https://www.zillow.com/homedetails/22334-County-Road-1551-Ada-OK-74820/86124272_zpid/""}","https://www.zillow.com/homedetails/22334-County-Road-1551-Ada-OK-74820/86124272_zpid/","22334 County Road 1551, Ada, OK 74820","SPIRIT REALTY GROUP, LLC, Joshua Franklin","$260,000","- House for sale","3","bds","3","ba","3,018","sqft","22 days on Zillow","Previous photo","Chevron Left","Next photo","Chevron Right","https://www.zillow.com/homedetails/22334-County-Road-1551-Ada-OK-74820/86124272_zpid/","https://photos.zillowstatic.com/fp/51492696d915597f5583e818450372f9-p_e.jpg","https://photos.zillowstatic.com/fp/4c2b21765892d990c93a733e01f21221-p_e.jpg","https://photos.zillowstatic.com/fp/61c6e6cbdeaad9a0505f3ffb91cc933c-p_e.jpg","Use arrow keys to navigate","Image 1 of 50","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""217 Victory Dr, Norman, OK 73072"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,706""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""217 Victory Dr"",""addressLocality"":""Norman"",""addressRegion"":""OK"",""postalCode"":""73072""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":35.2203,""longitude"":-97.50591},""url"":""https://www.zillow.com/homedetails/217-Victory-Dr-Norman-OK-73072/21730882_zpid/""}","https://www.zillow.com/homedetails/217-Victory-Dr-Norman-OK-73072/21730882_zpid/","217 Victory Dr, Norman, OK 73072","ENGEL & VOELKERS OKLAHOMA CITY, Joy Baresel","$284,900","- House for sale","4","bds","2","ba","1,706","sqft","Price cut: $15,000 (Sep 13)","Previous photo","Chevron Left","Next photo","Chevron Right","https://www.zillow.com/homedetails/217-Victory-Dr-Norman-OK-73072/21730882_zpid/","https://photos.zillowstatic.com/fp/497b1ce1f65a7d7155bb6b622e9d0227-p_e.jpg","https://photos.zillowstatic.com/fp/f5c57521b663abc3ae11de12fe9eea24-p_e.jpg","https://photos.zillowstatic.com/fp/6226afbdcdae4943778f726629cc95c8-p_e.jpg","Use arrow keys to navigate","Image 1 of 20","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""5183 S 34th Ave W, Tulsa, OK 74107"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,334""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""5183 S 34th Ave W"",""addressLocality"":""Tulsa"",""addressRegion"":""OK"",""postalCode"":""74107""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":36.087006,""longitude"":-96.03068},""url"":""https://www.zillow.com/homedetails/5183-S-34th-Ave-W-Tulsa-OK-74107/22180230_zpid/""}","https://www.zillow.com/homedetails/5183-S-34th-Ave-W-Tulsa-OK-74107/22180230_zpid/","5183 S 34th Ave W, Tulsa, OK 74107","HOMESMART STELLAR REALTY, Tomas Barrientos","$129,000","- Foreclosure","3","bds","2","ba","1,334","sqft","36 days on Zillow","Previous photo","Chevron Left","Next photo","Chevron Right","https://www.zillow.com/homedetails/5183-S-34th-Ave-W-Tulsa-OK-74107/22180230_zpid/","https://photos.zillowstatic.com/fp/be9513c35719df3f483541cb053c4100-p_e.jpg","https://photos.zillowstatic.com/fp/6c11d62630cb713567c78b6bbc156bea-p_e.jpg","https://photos.zillowstatic.com/fp/c55fac8d1f978bb2863877faf8a05a9b-p_e.jpg","Use arrow keys to navigate","Image 1 of 16","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""5601 Hidden Meadow Dr, Mustang, OK 73064"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""6,012""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""5601 Hidden Meadow Dr"",""addressLocality"":""Mustang"",""addressRegion"":""OK"",""postalCode"":""73064""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":35.410046,""longitude"":-97.789375},""url"":""https://www.zillow.com/homedetails/5601-Hidden-Meadow-Dr-Mustang-OK-73064/80475154_zpid/""}","https://www.zillow.com/homedetails/5601-Hidden-Meadow-Dr-Mustang-OK-73064/80475154_zpid/","5601 Hidden Meadow Dr, Mustang, OK 73064","KELLER WILLIAMS CENTRAL OK ED, Kimberly E Baker","$697,000","- House for sale","5","bds","4","ba","6,012","sqft","18 days on Zillow","Previous photo","Chevron Left","Next photo","Chevron Right","https://www.zillow.com/homedetails/5601-Hidden-Meadow-Dr-Mustang-OK-73064/80475154_zpid/","https://photos.zillowstatic.com/fp/341ca2a75625eb122f591f26ba2dcc53-p_e.jpg","https://photos.zillowstatic.com/fp/9f49716d5a7cdc5ead4d056f807203b1-p_e.jpg","https://photos.zillowstatic.com/fp/cc1f818051eebda78bc9e371921cb4f1-p_e.jpg","Use arrow keys to navigate","Image 1 of 12","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""12536 S 2nd St, Jenks, OK 74037"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""2,319""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""12536 S 2nd St"",""addressLocality"":""Jenks"",""addressRegion"":""OK"",""postalCode"":""74037""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":35.98193,""longitude"":-95.96892},""url"":""https://www.zillow.com/homedetails/12536-S-2nd-St-Jenks-OK-74037/79759927_zpid/""}","https://www.zillow.com/homedetails/12536-S-2nd-St-Jenks-OK-74037/79759927_zpid/","12536 S 2nd St, Jenks, OK 74037","LEGACY REALTY ADVISORS, Derek Hanes","$329,900","- House for sale","4","bds","2","ba","2,319","sqft","Price cut: $5,100 (Sep 5)","Previous photo","Chevron Left","Next photo","Chevron Right","https://www.zillow.com/homedetails/12536-S-2nd-St-Jenks-OK-74037/79759927_zpid/","https://photos.zillowstatic.com/fp/ce9b1d6c68335dad8b0a805636d841f1-p_e.jpg","https://photos.zillowstatic.com/fp/f96452634e275c3ebecbf15c3438877b-p_e.jpg","https://photos.zillowstatic.com/fp/6656925fa05414663721bf1afaafaf5b-p_e.jpg","Use arrow keys to navigate","Image 1 of 32","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""322 Locust St, Perry, OK 73077"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,412""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""322 Locust St"",""addressLocality"":""Perry"",""addressRegion"":""OK"",""postalCode"":""73077""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":36.296665,""longitude"":-97.281166},""url"":""https://www.zillow.com/homedetails/322-Locust-St-Perry-OK-73077/86071382_zpid/""}","https://www.zillow.com/homedetails/322-Locust-St-Perry-OK-73077/86071382_zpid/","322 Locust St, Perry, OK 73077","KELLER WILLIAMS PLATINUM","$100,000","- House for sale","3","bds","2","ba","1,412","sqft","25 days on Zillow","Previous photo","Chevron Left","Next photo","Chevron Right","https://www.zillow.com/homedetails/322-Locust-St-Perry-OK-73077/86071382_zpid/","https://photos.zillowstatic.com/fp/fa157c6f112ea3f7af0b220cdb52fdde-p_e.jpg","https://photos.zillowstatic.com/fp/2f32d792c9df530a0751f75c3bc3e372-p_e.jpg","https://photos.zillowstatic.com/fp/8de2a2b4d24e0f98724f2bb3da707aaa-p_e.jpg","Use arrow keys to navigate","Image 1 of 36","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""11800 Blackjack Rd, Oklahoma City, OK 73131"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""2,251""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""11800 Blackjack Rd"",""addressLocality"":""Oklahoma City"",""addressRegion"":""OK"",""postalCode"":""73131""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":35.590412,""longitude"":-97.45551},""url"":""https://www.zillow.com/homedetails/11800-Blackjack-Rd-Oklahoma-City-OK-73131/21952950_zpid/""}","https://www.zillow.com/homedetails/11800-Blackjack-Rd-Oklahoma-City-OK-73131/21952950_zpid/","11800 Blackjack Rd, Oklahoma City, OK 73131","METRO BROKER OF OK- SPE & ASSO, Sherri Parker-Evans","$369,900","- House for sale","3","bds","3","ba","2,251","sqft","6 days on Zillow","Previous photo","Chevron Left","Next photo","Chevron Right","https://www.zillow.com/homedetails/11800-Blackjack-Rd-Oklahoma-City-OK-73131/21952950_zpid/","https://photos.zillowstatic.com/fp/b924fdadfee028ea8f0f4cb4d8bce19a-p_e.jpg","https://photos.zillowstatic.com/fp/86b4e312cc0dc847a233c4ccdb562f63-p_e.jpg","https://photos.zillowstatic.com/fp/f4bed0d5cfe83c1643bc44d9f02ddae0-p_e.jpg","Use arrow keys to navigate","Image 1 of 43","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""104 W Winston Ct, Broken Arrow, OK 74011"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""2,456""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""104 W Winston Ct"",""addressLocality"":""Broken Arrow"",""addressRegion"":""OK"",""postalCode"":""74011""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":35.985523,""longitude"":-95.78951},""url"":""https://www.zillow.com/homedetails/104-W-Winston-Ct-Broken-Arrow-OK-74011/22253538_zpid/""}","https://www.zillow.com/homedetails/104-W-Winston-Ct-Broken-Arrow-OK-74011/22253538_zpid/","104 W Winston Ct, Broken Arrow, OK 74011","CHAMBERLAIN REALTY, LLC, Jeffrey M Baxter","$298,500","- House for sale","3","bds","3","ba","2,456","sqft","Price cut: $9,500 (Aug 31)","Previous photo","Chevron Left","Next photo","Chevron Right","https://www.zillow.com/homedetails/104-W-Winston-Ct-Broken-Arrow-OK-74011/22253538_zpid/","https://photos.zillowstatic.com/fp/fb78862d4c7cf3cfab29582b2680ea19-p_e.jpg","https://photos.zillowstatic.com/fp/dd09fd72b9e21c98c2a6b22fe6d3470a-p_e.jpg","https://photos.zillowstatic.com/fp/1e9381ab089875171a946ab02c621f15-p_e.jpg","Use arrow keys to navigate","Image 1 of 35","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""1903 Skyline Dr, Bartlesville, OK 74006"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""2,476""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""1903 Skyline Dr"",""addressLocality"":""Bartlesville"",""addressRegion"":""OK"",""postalCode"":""74006""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":36.720417,""longitude"":-95.95656},""url"":""https://www.zillow.com/homedetails/1903-Skyline-Dr-Bartlesville-OK-74006/78489001_zpid/""}","https://www.zillow.com/homedetails/1903-Skyline-Dr-Bartlesville-OK-74006/78489001_zpid/","1903 Skyline Dr, Bartlesville, OK 74006","COLDWELL BANKER SELECT, Sharon Leach","$269,900","- House for sale","4","bds","3","ba","2,476","sqft","6 days on Zillow","Previous photo","Chevron Left","Next photo","Chevron Right","https://www.zillow.com/homedetails/1903-Skyline-Dr-Bartlesville-OK-74006/78489001_zpid/","https://photos.zillowstatic.com/fp/486ce4db5d39f7b9e6d84e014b47494f-p_e.jpg","https://photos.zillowstatic.com/fp/614f4d677e683b962621deaf11112890-p_e.jpg","https://photos.zillowstatic.com/fp/a66ce996d44994610ab50e24abb3e759-p_e.jpg","Use arrow keys to navigate","Image 1 of 35","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""25050 S 640th Rd, Grove, OK 74344"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,040""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""25050 S 640th Rd"",""addressLocality"":""Grove"",""addressRegion"":""OK"",""postalCode"":""74344""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":36.652775,""longitude"":-94.73325},""url"":""https://www.zillow.com/homedetails/25050-S-640th-Rd-Grove-OK-74344/2055801087_zpid/""}","https://www.zillow.com/homedetails/25050-S-640th-Rd-Grove-OK-74344/2055801087_zpid/","25050 S 640th Rd, Grove, OK 74344","FATHOM REALTY, Jessica Garner","$294,900","- House for sale","1","bd","1","ba","1,040","sqft","Price cut: $5,000 (Sep 10)","Previous photo","Chevron Left","Next photo","Chevron Right","https://www.zillow.com/homedetails/25050-S-640th-Rd-Grove-OK-74344/2055801087_zpid/","https://photos.zillowstatic.com/fp/fc9d7897f3ebe89844406cd9377742a6-p_e.jpg","https://photos.zillowstatic.com/fp/0c0fcd36674953308e6db99a3286437c-p_e.jpg","https://photos.zillowstatic.com/fp/a1c06261d5fcc1de8c82177367bc9bdc-p_e.jpg","Use arrow keys to navigate","Image 1 of 31","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""11315 E 3rd St S, Tulsa, OK 74128"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,407""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""11315 E 3rd St S"",""addressLocality"":""Tulsa"",""addressRegion"":""OK"",""postalCode"":""74128""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":36.15685,""longitude"":-95.850395},""url"":""https://www.zillow.com/homedetails/11315-E-3rd-St-S-Tulsa-OK-74128/2057066972_zpid/""}","https://www.zillow.com/homedetails/11315-E-3rd-St-S-Tulsa-OK-74128/2057066972_zpid/","11315 E 3rd St S, Tulsa, OK 74128","REDFIN CORPORATION, Ray T. Walker","$147,500","- House for sale","3","bds","2","ba","1,407","sqft","Price cut: $2,000 (Sep 15)","Previous photo","Chevron Left","Next photo","Chevron Right","https://www.zillow.com/homedetails/11315-E-3rd-St-S-Tulsa-OK-74128/2057066972_zpid/","https://photos.zillowstatic.com/fp/cd45c7b6f0dc0e9cd7ae3a8c77fa5da3-p_e.jpg","https://photos.zillowstatic.com/fp/da696e0c752578590519dab78a5a0988-p_e.jpg","https://photos.zillowstatic.com/fp/8bfb22acde2c8c89fb9ac49b155dd386-p_e.jpg","Use arrow keys to navigate","Image 1 of 37","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""7366 E 58th St S, Tulsa, OK 74145"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""2,463""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""7366 E 58th St S"",""addressLocality"":""Tulsa"",""addressRegion"":""OK"",""postalCode"":""74145""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":36.080215,""longitude"":-95.8924},""url"":""https://www.zillow.com/homedetails/7366-E-58th-St-S-Tulsa-OK-74145/22189584_zpid/""}","https://www.zillow.com/homedetails/7366-E-58th-St-S-Tulsa-OK-74145/22189584_zpid/","7366 E 58th St S, Tulsa, OK 74145","CHINOWTH & COHEN, Brandi Pond","$279,000","- House for sale","4","bds","3","ba","2,463","sqft","Price cut: $3,000 (Sep 14)","Previous photo","Chevron Left","Next photo","Chevron Right","https://www.zillow.com/homedetails/7366-E-58th-St-S-Tulsa-OK-74145/22189584_zpid/","https://photos.zillowstatic.com/fp/ad7524b03d7cc2a0654c1322590a8157-p_e.jpg","https://photos.zillowstatic.com/fp/7c6d15ad391a6e16ceb5f948400bd907-p_e.jpg","https://photos.zillowstatic.com/fp/20c2d2aa3e73e11b0a1fa16a876a9e81-p_e.jpg","Use arrow keys to navigate","Image 1 of 49","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""718 N Park Ave, Shawnee, OK 74801"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,919""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""718 N Park Ave"",""addressLocality"":""Shawnee"",""addressRegion"":""OK"",""postalCode"":""74801""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":35.33794,""longitude"":-96.927826},""url"":""https://www.zillow.com/homedetails/718-N-Park-Ave-Shawnee-OK-74801/22061468_zpid/""}","https://www.zillow.com/homedetails/718-N-Park-Ave-Shawnee-OK-74801/22061468_zpid/","718 N Park Ave, Shawnee, OK 74801","SPEARHEAD REALTY GROUP LLC, Nicholas Bonfiglio","$174,499","- House for sale","3","bds","2","ba","1,919","sqft","19 days on Zillow","Previous photo","Chevron Left","Next photo","Chevron Right","https://www.zillow.com/homedetails/718-N-Park-Ave-Shawnee-OK-74801/22061468_zpid/","https://photos.zillowstatic.com/fp/d684b154c34d6d7c87550c33fb91d406-p_e.jpg","https://photos.zillowstatic.com/fp/f8ffccee6389bc48d1dd4855b2321ff9-p_e.jpg","https://photos.zillowstatic.com/fp/98b460db2312d33014667b62504a1c0a-p_e.jpg","Use arrow keys to navigate","Image 1 of 28","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""11217 S 280th Cir, Coweta, OK 74429"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""2,111""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""11217 S 280th Cir"",""addressLocality"":""Coweta"",""addressRegion"":""OK"",""postalCode"":""74429""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":36.001686,""longitude"":-95.66385},""url"":""https://www.zillow.com/homedetails/11217-S-280th-Cir-Coweta-OK-74429/2055876645_zpid/""}","https://www.zillow.com/homedetails/11217-S-280th-Cir-Coweta-OK-74429/2055876645_zpid/","11217 S 280th Cir, Coweta, OK 74429","ALLISON & ASSOCIATES, REALTORS, Brooke Mathis","$339,900","- House for sale","4","bds","2","ba","2,111","sqft","27 days on Zillow","Previous photo","Chevron Left","Next photo","Chevron Right","https://www.zillow.com/homedetails/11217-S-280th-Cir-Coweta-OK-74429/2055876645_zpid/","https://photos.zillowstatic.com/fp/8d4adda921f33c856a3e66eb406a9289-p_e.jpg","https://photos.zillowstatic.com/fp/ad39ccfd48676897d07d852ae378ad7d-p_e.jpg","https://photos.zillowstatic.com/fp/b4d4cc2cf5bfa81674e27f1043f29390-p_e.jpg","Use arrow keys to navigate","Image 1 of 40","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""412 Foxborough Ct, Norman, OK 73072"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""3,896""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""412 Foxborough Ct"",""addressLocality"":""Norman"",""addressRegion"":""OK"",""postalCode"":""73072""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":35.22333,""longitude"":-97.51159},""url"":""https://www.zillow.com/homedetails/412-Foxborough-Ct-Norman-OK-73072/69084431_zpid/""}","https://www.zillow.com/homedetails/412-Foxborough-Ct-Norman-OK-73072/69084431_zpid/","412 Foxborough Ct, Norman, OK 73072","DILLARD CIES REAL ESTATE, Karen McIntosh","$619,900","- House for sale","4","bds","4","ba","3,896","sqft","4 days on Zillow","Previous photo","Chevron Left","Next photo","Chevron Right","https://www.zillow.com/homedetails/412-Foxborough-Ct-Norman-OK-73072/69084431_zpid/","https://photos.zillowstatic.com/fp/de1334a81e825161be71139ef78d8dab-p_e.jpg","https://photos.zillowstatic.com/fp/c0d3b4adb62151bd13a97abe3530f028-p_e.jpg","https://photos.zillowstatic.com/fp/2fb6b8f72147c76da93aefb5eca78781-p_e.jpg","Use arrow keys to navigate","Image 1 of 50","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""1705 Tifton Dr, Edmond, OK 73012"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""2,253""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""1705 Tifton Dr"",""addressLocality"":""Edmond"",""addressRegion"":""OK"",""postalCode"":""73012""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":35.671837,""longitude"":-97.5171},""url"":""https://www.zillow.com/homedetails/1705-Tifton-Dr-Edmond-OK-73012/22047635_zpid/""}","https://www.zillow.com/homedetails/1705-Tifton-Dr-Edmond-OK-73012/22047635_zpid/","1705 Tifton Dr, Edmond, OK 73012","KELLER-WILLIAMS PLATINUM, Andrew Thomas","$379,000","- House for sale","3","bds","3","ba","2,253","sqft","1 day on Zillow","Previous photo","Chevron Left","Next photo","Chevron Right","https://www.zillow.com/homedetails/1705-Tifton-Dr-Edmond-OK-73012/22047635_zpid/","https://photos.zillowstatic.com/fp/cbcbf260d40b51ed6424656e59a18fa1-p_e.jpg","https://photos.zillowstatic.com/fp/a7172bc15ea9177ad1780a215e118edc-p_e.jpg","https://photos.zillowstatic.com/fp/579542da7882debd7f0f01739f160927-p_e.jpg","Use arrow keys to navigate","Image 1 of 49","Save this home"
