"ListItem-c11n-8-84-3__sc-10e22w8-0","StyledPropertyCardDataArea-c11n-8-84-3__sc-yipmu-0 href","StyledPropertyCardDataArea-c11n-8-84-3__sc-yipmu-0","StyledPropertyCardDataArea-c11n-8-84-3__sc-yipmu-0 2","PropertyCardWrapper__StyledPriceLine-srp__sc-16e8gqd-1","StyledPropertyCardDataArea-c11n-8-84-3__sc-yipmu-0 3","StyledPropertyCardHomeDetailsList-c11n-8-84-3__sc-1xvdaej-0","StyledPropertyCardHomeDetailsList-c11n-8-84-3__sc-1xvdaej-0 2","StyledPropertyCardHomeDetailsList-c11n-8-84-3__sc-1xvdaej-0 3","StyledPropertyCardHomeDetailsList-c11n-8-84-3__sc-1xvdaej-0 4","StyledPropertyCardHomeDetailsList-c11n-8-84-3__sc-1xvdaej-0 5","StyledPropertyCardHomeDetailsList-c11n-8-84-3__sc-1xvdaej-0 6","StyledPropertyCardBadge-c11n-8-84-3__sc-6gojrl-0","Image-c11n-8-84-3__sc-1rtmhsc-0 src","VisuallyHidden-c11n-8-84-3__sc-t8tewe-0","Icon-c11n-8-84-3__sc-13llmml-0","VisuallyHidden-c11n-8-84-3__sc-t8tewe-0 2","Icon-c11n-8-84-3__sc-13llmml-0 2","Anchor-c11n-8-84-3__sc-hn4bge-0 href","Image-c11n-8-84-3__sc-1rtmhsc-0 src 2","Image-c11n-8-84-3__sc-1rtmhsc-0 src 3","Image-c11n-8-84-3__sc-1rtmhsc-0 src 4","StyledPropertyCardBadge-c11n-8-84-3__sc-6gojrl-0 2","VisuallyHidden-c11n-8-84-3__sc-t8tewe-0 3","StyledButtonIcon-c11n-8-84-3__sc-wpcbcc-1"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""5331 S 3375 W, Roy, UT 84067"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""2,116""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""5331 S 3375 W"",""addressLocality"":""Roy"",""addressRegion"":""UT"",""postalCode"":""84067""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":41.16666,""longitude"":-112.06058},""url"":""https://www.zillow.com/homedetails/5331-S-3375-W-Roy-UT-84067/11990970_zpid/""}","https://www.zillow.com/homedetails/5331-S-3375-W-Roy-UT-84067/11990970_zpid/","5331 S 3375 W, Roy, UT 84067","OPENDOOR BROKERAGE LLC","$485,000","- House for sale","5","bds","2","ba","2,116","sqft","Open: Wed. 8am-7:30pm","https://photos.zillowstatic.com/fp/845c46a1282502786fdc2ec484a9064f-zillow_web_48_23.jpg","Previous photo","Chevron Left","Next photo","Chevron Right","https://www.zillow.com/homedetails/5331-S-3375-W-Roy-UT-84067/11990970_zpid/","https://photos.zillowstatic.com/fp/fadbe4bee748351b6f28b3f7db3f35be-p_e.jpg","https://photos.zillowstatic.com/fp/abbcbba8ba68addb9b4d0a9235515f51-p_e.jpg","https://photos.zillowstatic.com/fp/0628a4ec48ffcfb7f25b368103e71812-p_e.jpg","Use arrow keys to navigate","Image 1 of 18","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""1177 E Ridgedale Ln, Salt Lake City, UT 84106"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""2,033""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""1177 E Ridgedale Ln"",""addressLocality"":""Salt Lake City"",""addressRegion"":""UT"",""postalCode"":""84106""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.697342,""longitude"":-111.85752},""url"":""https://www.zillow.com/homedetails/1177-E-Ridgedale-Ln-Salt-Lake-City-UT-84106/12787102_zpid/""}","https://www.zillow.com/homedetails/1177-E-Ridgedale-Ln-Salt-Lake-City-UT-84106/12787102_zpid/","1177 E Ridgedale Ln, Salt Lake City, UT 84106","BLUE KEY REALTY, LLC","$600,000","- House for sale","3","bds","2","ba","2,033","sqft","Open: Sat. 11am-2pm","https://photos.zillowstatic.com/fp/845c46a1282502786fdc2ec484a9064f-zillow_web_48_23.jpg","Previous photo","Chevron Left","Next photo","Chevron Right","https://www.zillow.com/homedetails/1177-E-Ridgedale-Ln-Salt-Lake-City-UT-84106/12787102_zpid/","https://photos.zillowstatic.com/fp/2b93d8e3df7671cbbce5129c149d7ec1-p_e.jpg","https://photos.zillowstatic.com/fp/8d6cb660566b74247fb9d1e2f227444e-p_e.jpg","https://photos.zillowstatic.com/fp/261f20ce35e5b91c8b96aa86a43ea941-p_e.jpg","Use arrow keys to navigate","Image 1 of 33","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""1114 Empire Ave, Park City, UT 84060"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""2,282""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""1114 Empire Ave"",""addressLocality"":""Park City"",""addressRegion"":""UT"",""postalCode"":""84060""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.64941,""longitude"":-111.50304},""url"":""https://www.zillow.com/homedetails/1114-Empire-Ave-Park-City-UT-84060/111716054_zpid/""}","https://www.zillow.com/homedetails/1114-Empire-Ave-Park-City-UT-84060/111716054_zpid/","1114 Empire Ave, Park City, UT 84060","CHAPMAN RICHARDS & ASSOC.INCPC","$2,750,000","- House for sale","4","bds","4","ba","2,282","sqft","24 days on Zillow","https://photos.zillowstatic.com/fp/353f9650d9c604248c2f43c75968453d-zillow_web_48_23.jpg","Previous photo","Chevron Left","Next photo","Chevron Right","https://www.zillow.com/homedetails/1114-Empire-Ave-Park-City-UT-84060/111716054_zpid/","https://photos.zillowstatic.com/fp/082cab43bab8e916914a6e74306606fc-p_e.jpg","https://photos.zillowstatic.com/fp/083351692401a6181e5d20b3fe1c8779-p_e.jpg","https://photos.zillowstatic.com/fp/4401306ec223a53f9dbd46ce1892a58f-p_e.jpg","Use arrow keys to navigate","Image 1 of 45","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""8228 S Set Point Cir, Sandy, UT 84093"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""4,679""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""8228 S Set Point Cir"",""addressLocality"":""Sandy"",""addressRegion"":""UT"",""postalCode"":""84093""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.601707,""longitude"":-111.82552},""url"":""https://www.zillow.com/homedetails/8228-S-Set-Point-Cir-Sandy-UT-84093/12886252_zpid/""}","https://www.zillow.com/homedetails/8228-S-Set-Point-Cir-Sandy-UT-84093/12886252_zpid/","8228 S Set Point Cir, Sandy, UT 84093","BUTLER REALTORS, INC.","$1,150,000","- House for sale","5","bds","4","ba","4,679","sqft","3 days on Zillow","https://photos.zillowstatic.com/fp/845c46a1282502786fdc2ec484a9064f-zillow_web_48_23.jpg","Previous photo","Chevron Left","Next photo","Chevron Right","https://www.zillow.com/homedetails/8228-S-Set-Point-Cir-Sandy-UT-84093/12886252_zpid/","https://photos.zillowstatic.com/fp/9d1c958ccc200062e16efb24c5868284-p_e.jpg","https://photos.zillowstatic.com/fp/376c837475d5d34bc8e47c24e681cd2a-p_e.jpg","https://photos.zillowstatic.com/fp/ddb64dc57dad672e8f20529fd053d576-p_e.jpg","Use arrow keys to navigate","Image 1 of 60","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""4764 N Cottontail Dr, St George, UT 84770"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""2,419""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""4764 N Cottontail Dr"",""addressLocality"":""St George"",""addressRegion"":""UT"",""postalCode"":""84770""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":37.1915,""longitude"":-113.61793},""url"":""https://www.zillow.com/homedetails/4764-N-Cottontail-Dr-St-George-UT-84770/295182773_zpid/""}","https://www.zillow.com/homedetails/4764-N-Cottontail-Dr-St-George-UT-84770/295182773_zpid/","4764 N Cottontail Dr, St George, UT 84770","THE AGENCY ST GEORGE","$749,000","- House for sale","4","bds","3","ba","2,419","sqft","6 days on Zillow","","Previous photo","Chevron Left","Next photo","Chevron Right","https://www.zillow.com/homedetails/4764-N-Cottontail-Dr-St-George-UT-84770/295182773_zpid/","https://photos.zillowstatic.com/fp/60b83c9b7469b4c4d32ada3524889843-p_e.jpg","https://photos.zillowstatic.com/fp/866680fe23eb9b66daa2d347bdedca7e-p_e.jpg","https://photos.zillowstatic.com/fp/b3203923470c015a4bd696e8aeb905d0-p_e.jpg","Use arrow keys to navigate","Image 1 of 42","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""6359 W Moon Dr, South Jordan, UT 84009"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""3,515""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""6359 W Moon Dr"",""addressLocality"":""South Jordan"",""addressRegion"":""UT"",""postalCode"":""84009""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org""},""url"":""https://www.zillow.com/homedetails/6359-W-Moon-Dr-South-Jordan-UT-84009/2055326887_zpid/""}","https://www.zillow.com/homedetails/6359-W-Moon-Dr-South-Jordan-UT-84009/2055326887_zpid/","6359 W Moon Dr, South Jordan, UT 84009","ZANDER REAL ESTATE TEAM PLLC","$724,700","- House for sale","4","bds","4","ba","3,515","sqft","Open: Fri. 4-6pm","https://photos.zillowstatic.com/fp/845c46a1282502786fdc2ec484a9064f-zillow_web_48_23.jpg","Previous photo","Chevron Left","Next photo","Chevron Right","https://www.zillow.com/homedetails/6359-W-Moon-Dr-South-Jordan-UT-84009/2055326887_zpid/","https://photos.zillowstatic.com/fp/5b839eb11551c64394f0b3e057ad871c-p_e.jpg","https://photos.zillowstatic.com/fp/43daf4583df523530e5c112648a7dec0-p_e.jpg","https://photos.zillowstatic.com/fp/b1ddb017e532ac8dc4478bbba797b3b6-p_e.jpg","Use arrow keys to navigate","Image 1 of 55","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""584 E Aspen Way, Centerville, UT 84014"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""2,916""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""584 E Aspen Way"",""addressLocality"":""Centerville"",""addressRegion"":""UT"",""postalCode"":""84014""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.926678,""longitude"":-111.87108},""url"":""https://www.zillow.com/homedetails/584-E-Aspen-Way-Centerville-UT-84014/12661803_zpid/""}","https://www.zillow.com/homedetails/584-E-Aspen-Way-Centerville-UT-84014/12661803_zpid/","584 E Aspen Way, Centerville, UT 84014","ERA BROKERS CONSOLIDATED (OGDEN)","$540,000","- House for sale","6","bds","3","ba","2,916","sqft","3D Tour","https://photos.zillowstatic.com/fp/845c46a1282502786fdc2ec484a9064f-zillow_web_48_23.jpg","Previous photo","Chevron Left","Next photo","Chevron Right","https://www.zillow.com/homedetails/584-E-Aspen-Way-Centerville-UT-84014/12661803_zpid/","https://photos.zillowstatic.com/fp/638fcd1a0c2634f8df79353b3787f53a-p_e.jpg","https://photos.zillowstatic.com/fp/2713b8d3e9e0868b557c31614c4faeea-p_e.jpg","https://photos.zillowstatic.com/fp/72a92749a1f7b44aed09683a9bd0399d-p_e.jpg","Use arrow keys to navigate","Image 1 of 28","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""376 N 400 E, Payson, UT 84651"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""2,227""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""376 N 400 E"",""addressLocality"":""Payson"",""addressRegion"":""UT"",""postalCode"":""84651""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.04791,""longitude"":-111.726555},""url"":""https://www.zillow.com/homedetails/376-N-400-E-Payson-UT-84651/119288315_zpid/""}","https://www.zillow.com/homedetails/376-N-400-E-Payson-UT-84651/119288315_zpid/","376 N 400 E, Payson, UT 84651","KW WESTFIELD","$494,900","- House for sale","3","bds","2","ba","2,227","sqft","14 days on Zillow","https://photos.zillowstatic.com/fp/845c46a1282502786fdc2ec484a9064f-zillow_web_48_23.jpg","Previous photo","Chevron Left","Next photo","Chevron Right","https://www.zillow.com/homedetails/376-N-400-E-Payson-UT-84651/119288315_zpid/","https://photos.zillowstatic.com/fp/b8e6b453dc204be8a9d073caaf59ce6f-p_e.jpg","https://photos.zillowstatic.com/fp/c2c9d9ff6db8fdc50377127a33f8cb87-p_e.jpg","https://photos.zillowstatic.com/fp/030e8c2626a116a8ce917306d3683876-p_e.jpg","Use arrow keys to navigate","Image 1 of 48","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""11750 S Nicklaus Rd, Sandy, UT 84092"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""3,536""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""11750 S Nicklaus Rd"",""addressLocality"":""Sandy"",""addressRegion"":""UT"",""postalCode"":""84092""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.537876,""longitude"":-111.845055},""url"":""https://www.zillow.com/homedetails/11750-S-Nicklaus-Rd-Sandy-UT-84092/12927515_zpid/""}","https://www.zillow.com/homedetails/11750-S-Nicklaus-Rd-Sandy-UT-84092/12927515_zpid/","11750 S Nicklaus Rd, Sandy, UT 84092","SIGNATURE REAL ESTATE UTAH (COTTONWOOD HEIGHTS)","$849,000","- House for sale","6","bds","4","ba","3,536","sqft","5 days on Zillow","https://photos.zillowstatic.com/fp/845c46a1282502786fdc2ec484a9064f-zillow_web_48_23.jpg","Previous photo","Chevron Left","Next photo","Chevron Right","https://www.zillow.com/homedetails/11750-S-Nicklaus-Rd-Sandy-UT-84092/12927515_zpid/","https://photos.zillowstatic.com/fp/77a23086d3baa5b2a51ddeb855911a45-p_e.jpg","https://photos.zillowstatic.com/fp/d4c1bcb453384e3fb8a13b1c27ec8e45-p_e.jpg","https://photos.zillowstatic.com/fp/08e14c184297fcd951ec377639eda0cb-p_e.jpg","Use arrow keys to navigate","Image 1 of 33","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""73 E 550 S, Kaysville, UT 84037"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""2,138""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""73 E 550 S"",""addressLocality"":""Kaysville"",""addressRegion"":""UT"",""postalCode"":""84037""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":41.025333,""longitude"":-111.937225},""url"":""https://www.zillow.com/homedetails/73-E-550-S-Kaysville-UT-84037/68431672_zpid/""}","https://www.zillow.com/homedetails/73-E-550-S-Kaysville-UT-84037/68431672_zpid/","73 E 550 S, Kaysville, UT 84037","OPENDOOR BROKERAGE LLC","$572,000","- House for sale","5","bds","4","ba","2,138","sqft","3D Tour","https://photos.zillowstatic.com/fp/845c46a1282502786fdc2ec484a9064f-zillow_web_48_23.jpg","Previous photo","Chevron Left","Next photo","Chevron Right","https://www.zillow.com/homedetails/73-E-550-S-Kaysville-UT-84037/68431672_zpid/","https://photos.zillowstatic.com/fp/e65d7b2f21dfbd64ebb009ca915eb4dc-p_e.jpg","https://photos.zillowstatic.com/fp/20a474ac12256d6753c3a0ecec32b25a-p_e.jpg","https://photos.zillowstatic.com/fp/ae33829454d1754458a4f3614be1164f-p_e.jpg","Use arrow keys to navigate","Image 1 of 32","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""495 W 2000 N, Cedar City, UT 84721"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,337""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""495 W 2000 N"",""addressLocality"":""Cedar City"",""addressRegion"":""UT"",""postalCode"":""84721""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":37.713436,""longitude"":-113.069565},""url"":""https://www.zillow.com/homedetails/495-W-2000-N-Cedar-City-UT-84721/229649930_zpid/""}","https://www.zillow.com/homedetails/495-W-2000-N-Cedar-City-UT-84721/229649930_zpid/","495 W 2000 N, Cedar City, UT 84721","ERA REALTY CENTER","$339,900","- House for sale","3","bds","2","ba","1,337","sqft","Price cut: $10,000 (Sep 21)","","Previous photo","Chevron Left","Next photo","Chevron Right","https://www.zillow.com/homedetails/495-W-2000-N-Cedar-City-UT-84721/229649930_zpid/","https://photos.zillowstatic.com/fp/a177c1e114851a7e765a3c5d0e9cfd83-p_e.jpg","https://photos.zillowstatic.com/fp/7134259e46b6ba089089381f121b0ef5-p_e.jpg","https://photos.zillowstatic.com/fp/7ca81726af4ccb0248f5a1e963c1ccd7-p_e.jpg","Use arrow keys to navigate","Image 1 of 35","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""3582 S Quincy Ave, Ogden, UT 84403"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""2,082""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""3582 S Quincy Ave"",""addressLocality"":""Ogden"",""addressRegion"":""UT"",""postalCode"":""84403""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":41.197796,""longitude"":-111.95673},""url"":""https://www.zillow.com/homedetails/3582-S-Quincy-Ave-Ogden-UT-84403/2069828461_zpid/""}","https://www.zillow.com/homedetails/3582-S-Quincy-Ave-Ogden-UT-84403/2069828461_zpid/","3582 S Quincy Ave, Ogden, UT 84403","KW SUCCESS KELLER WILLIAMS REALTY","$374,900","- House for sale","4","bds","2","ba","2,082","sqft","Price cut: $24,100 (Aug 9)","https://photos.zillowstatic.com/fp/845c46a1282502786fdc2ec484a9064f-zillow_web_48_23.jpg","Previous photo","Chevron Left","Next photo","Chevron Right","https://www.zillow.com/homedetails/3582-S-Quincy-Ave-Ogden-UT-84403/2069828461_zpid/","https://photos.zillowstatic.com/fp/211793a08eb2bc6e5313c427f72c9218-p_e.jpg","https://photos.zillowstatic.com/fp/a29d9fa10bede9a551423075869fc31d-p_e.jpg","https://photos.zillowstatic.com/fp/26ff616f24aa4bd17ac73f18df9658ca-p_e.jpg","Use arrow keys to navigate","Image 1 of 22","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""2989 W 4425 S, Roy, UT 84067"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""2,300""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2989 W 4425 S"",""addressLocality"":""Roy"",""addressRegion"":""UT"",""postalCode"":""84067""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":41.182602,""longitude"":-112.052},""url"":""https://www.zillow.com/homedetails/2989-W-4425-S-Roy-UT-84067/11984086_zpid/""}","https://www.zillow.com/homedetails/2989-W-4425-S-Roy-UT-84067/11984086_zpid/","2989 W 4425 S, Roy, UT 84067","COLDWELL BANKER REALTY (SOUTH OGDEN)","$479,900","- House for sale","5","bds","4","ba","2,300","sqft","7 hours ago","https://photos.zillowstatic.com/fp/845c46a1282502786fdc2ec484a9064f-zillow_web_48_23.jpg","Previous photo","Chevron Left","Next photo","Chevron Right","https://www.zillow.com/homedetails/2989-W-4425-S-Roy-UT-84067/11984086_zpid/","https://photos.zillowstatic.com/fp/40945cd52c6e1dc813ebc3547de3e575-p_e.jpg","https://photos.zillowstatic.com/fp/4b2e0360dfe953b3584fcf042561eb2f-p_e.jpg","https://photos.zillowstatic.com/fp/f64a726939223b798faabd94c928d17d-p_e.jpg","Use arrow keys to navigate","Image 1 of 30","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""711 E 18th Ave, Salt Lake City, UT 84103"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""5,444""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""711 E 18th Ave"",""addressLocality"":""Salt Lake City"",""addressRegion"":""UT"",""postalCode"":""84103""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.78933,""longitude"":-111.868256},""url"":""https://www.zillow.com/homedetails/711-E-18th-Ave-Salt-Lake-City-UT-84103/12717048_zpid/""}","https://www.zillow.com/homedetails/711-E-18th-Ave-Salt-Lake-City-UT-84103/12717048_zpid/","711 E 18th Ave, Salt Lake City, UT 84103","SUMMIT SOTHEBY'S INTERNATIONAL REALTY","$2,200,000","- House for sale","5","bds","5","ba","5,444","sqft","11 days on Zillow","https://photos.zillowstatic.com/fp/845c46a1282502786fdc2ec484a9064f-zillow_web_48_23.jpg","Previous photo","Chevron Left","Next photo","Chevron Right","https://www.zillow.com/homedetails/711-E-18th-Ave-Salt-Lake-City-UT-84103/12717048_zpid/","https://photos.zillowstatic.com/fp/adf29189edaefed67ec7f0fa1f53832e-p_e.jpg","https://photos.zillowstatic.com/fp/73c9baca3f939016f9146b9fb31f29fb-p_e.jpg","https://photos.zillowstatic.com/fp/5d91fd17c7e5c6063d650b140ebc3edd-p_e.jpg","Use arrow keys to navigate","Image 1 of 50","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""3461 W Saddleback Rd, Park City, UT 84098"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""3,729""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""3461 W Saddleback Rd"",""addressLocality"":""Park City"",""addressRegion"":""UT"",""postalCode"":""84098""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.757477,""longitude"":-111.57754},""url"":""https://www.zillow.com/homedetails/3461-W-Saddleback-Rd-Park-City-UT-84098/2072300485_zpid/""}","https://www.zillow.com/homedetails/3461-W-Saddleback-Rd-Park-City-UT-84098/2072300485_zpid/","3461 W Saddleback Rd, Park City, UT 84098","EXP REALTY","$1,690,000","- House for sale","4","bds","4","ba","3,729","sqft","6 days on Zillow","https://photos.zillowstatic.com/fp/353f9650d9c604248c2f43c75968453d-zillow_web_48_23.jpg","Previous photo","Chevron Left","Next photo","Chevron Right","https://www.zillow.com/homedetails/3461-W-Saddleback-Rd-Park-City-UT-84098/2072300485_zpid/","https://photos.zillowstatic.com/fp/bc9fed43d904fb787ad296ea3a74d1d0-p_e.jpg","https://photos.zillowstatic.com/fp/3354ab3cc36e8c8e3294cd2476fa3f9f-p_e.jpg","https://photos.zillowstatic.com/fp/6997b4a7d4b5842c53c46ffea07d119e-p_e.jpg","Use arrow keys to navigate","Image 1 of 38","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""6909 S Sparrowtail Rd, West Jordan, UT 84081"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,744""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""6909 S Sparrowtail Rd"",""addressLocality"":""West Jordan"",""addressRegion"":""UT"",""postalCode"":""84081""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.625656,""longitude"":-112.01473},""url"":""https://www.zillow.com/homedetails/6909-S-Sparrowtail-Rd-West-Jordan-UT-84081/12807631_zpid/""}","https://www.zillow.com/homedetails/6909-S-Sparrowtail-Rd-West-Jordan-UT-84081/12807631_zpid/","6909 S Sparrowtail Rd, West Jordan, UT 84081","THE PINNACLE GROUP LLC","$507,000","- House for sale","4","bds","2","ba","1,744","sqft","1 day on Zillow","https://photos.zillowstatic.com/fp/845c46a1282502786fdc2ec484a9064f-zillow_web_48_23.jpg","Previous photo","Chevron Left","Next photo","Chevron Right","https://www.zillow.com/homedetails/6909-S-Sparrowtail-Rd-West-Jordan-UT-84081/12807631_zpid/","https://photos.zillowstatic.com/fp/44517b91c0e2424c04c266b5e5c97301-p_e.jpg","https://photos.zillowstatic.com/fp/d98c4301be1488120f55eee6cdf8bbf1-p_e.jpg","https://photos.zillowstatic.com/fp/31f782960749648b2940a21c02a8852f-p_e.jpg","Use arrow keys to navigate","Image 1 of 30","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""894 E 300 S, Provo, UT 84606"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,080""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""894 E 300 S"",""addressLocality"":""Provo"",""addressRegion"":""UT"",""postalCode"":""84606""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.2294,""longitude"":-111.64304},""url"":""https://www.zillow.com/homedetails/894-E-300-S-Provo-UT-84606/11902997_zpid/""}","https://www.zillow.com/homedetails/894-E-300-S-Provo-UT-84606/11902997_zpid/","894 E 300 S, Provo, UT 84606","RE/MAX BRIDGE REALTY","$320,000","- House for sale","3","bds","1","ba","1,080","sqft","5 days on Zillow","https://photos.zillowstatic.com/fp/845c46a1282502786fdc2ec484a9064f-zillow_web_48_23.jpg","Previous photo","Chevron Left","Next photo","Chevron Right","https://www.zillow.com/homedetails/894-E-300-S-Provo-UT-84606/11902997_zpid/","https://photos.zillowstatic.com/fp/fd96e78325c5a8c1afbbf6de2be6732e-p_e.jpg","https://photos.zillowstatic.com/fp/784a9433ba2df7e4a4a897dca23d5023-p_e.jpg","https://photos.zillowstatic.com/fp/fda7074010cf4d6011fc23ffd07bc22b-p_e.jpg","Use arrow keys to navigate","Image 1 of 13","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""1582 W Heather Grove Ln, South Jordan, UT 84095"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""3,404""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""1582 W Heather Grove Ln"",""addressLocality"":""South Jordan"",""addressRegion"":""UT"",""postalCode"":""84095""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.55007,""longitude"":-111.93602},""url"":""https://www.zillow.com/homedetails/1582-W-Heather-Grove-Ln-South-Jordan-UT-84095/83831515_zpid/""}","https://www.zillow.com/homedetails/1582-W-Heather-Grove-Ln-South-Jordan-UT-84095/83831515_zpid/","1582 W Heather Grove Ln, South Jordan, UT 84095","EQUITY REAL ESTATE (SOLID)","$679,900","- House for sale","3","bds","3","ba","3,404","sqft","1 day on Zillow","https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=40.550071716308594,-111.93601989746094&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=PrBr_zDYrUDOGNsg1lP7Nj54bTA=","","","","","","","","","","","Save this home"
